Ventana 00 [2025-12-23T00:00 -> 2025-12-23T04:00] - 1075 pedidos
    id=882272 | destino=SVMI | fecha=2025-12-23 | hora=00:04
    id=890596 | destino=SKBO | fecha=2025-12-24 | hora=14:05
    id=890549 | destino=LOWW | fecha=2025-12-24 | hora=14:07
    id=890560 | destino=SCEL | fecha=2025-12-24 | hora=14:07
    id=890578 | destino=VIDP | fecha=2025-12-24 | hora=14:07
    id=890583 | destino=EHAM | fecha=2025-12-24 | hora=14:07
    id=890587 | destino=SUAA | fecha=2025-12-24 | hora=14:07
    id=890564 | destino=EDDI | fecha=2025-12-24 | hora=14:08
    id=890588 | destino=LATI | fecha=2025-12-24 | hora=14:08
    id=890611 | destino=LATI | fecha=2025-12-24 | hora=14:06
    id=890599 | destino=OOMS | fecha=2025-12-24 | hora=14:08
    id=890541 | destino=SABE | fecha=2025-12-24 | hora=14:09
    id=890590 | destino=UMMS | fecha=2025-12-24 | hora=14:09
    id=890595 | destino=OYSN | fecha=2025-12-24 | hora=14:09
    id=890608 | destino=EHAM | fecha=2025-12-24 | hora=14:09
    id=890615 | destino=UMMS | fecha=2025-12-24 | hora=14:09
    id=890576 | destino=OAKB | fecha=2025-12-24 | hora=14:10
    id=890593 | destino=EKCH | fecha=2025-12-24 | hora=14:10
    id=890603 | destino=LKPR | fecha=2025-12-24 | hora=14:11
    id=890570 | destino=SEQM | fecha=2025-12-24 | hora=14:12
    id=890600 | destino=OMDB | fecha=2025-12-24 | hora=14:12
    id=890533 | destino=SVMI | fecha=2025-12-24 | hora=14:13
    id=890604 | destino=SKBO | fecha=2025-12-24 | hora=14:13
    id=890617 | destino=EHAM | fecha=2025-12-24 | hora=14:13
    id=890528 | destino=OSDI | fecha=2025-12-24 | hora=14:14
    id=890612 | destino=LATI | fecha=2025-12-24 | hora=14:14
    id=890618 | destino=UMMS | fecha=2025-12-24 | hora=14:14
    id=890629 | destino=UMMS | fecha=2025-12-24 | hora=14:13
    id=890625 | destino=SKBO | fecha=2025-12-24 | hora=14:14
    id=890622 | destino=SEQM | fecha=2025-12-24 | hora=14:15
    id=890567 | destino=LDZA | fecha=2025-12-24 | hora=14:16
    id=890592 | destino=SLLP | fecha=2025-12-24 | hora=14:16
    id=890607 | destino=VIDP | fecha=2025-12-24 | hora=14:16
    id=890628 | destino=LATI | fecha=2025-12-24 | hora=14:16
    id=890630 | destino=UMMS | fecha=2025-12-24 | hora=14:16
    id=890613 | destino=OOMS | fecha=2025-12-24 | hora=14:17
    id=890606 | destino=SCEL | fecha=2025-12-24 | hora=14:18
    id=890616 | destino=OYSN | fecha=2025-12-24 | hora=14:18
    id=890602 | destino=OERK | fecha=2025-12-24 | hora=14:19
    id=890620 | destino=EKCH | fecha=2025-12-24 | hora=14:19
    id=890633 | destino=LDZA | fecha=2025-12-24 | hora=14:19
    id=890640 | destino=OYSN | fecha=2025-12-24 | hora=14:19
    id=890621 | destino=LKPR | fecha=2025-12-24 | hora=14:20
    id=890626 | destino=EHAM | fecha=2025-12-24 | hora=14:20
    id=890635 | destino=VIDP | fecha=2025-12-24 | hora=14:20
    id=890610 | destino=EDDI | fecha=2025-12-24 | hora=14:21
    id=890623 | destino=OMDB | fecha=2025-12-24 | hora=14:21
    id=890649 | destino=OMDB | fecha=2025-12-24 | hora=14:17
    id=890650 | destino=OMDB | fecha=2025-12-24 | hora=14:20
    id=890631 | destino=SKBO | fecha=2025-12-24 | hora=14:21
    id=890636 | destino=LATI | fecha=2025-12-24 | hora=14:21
    id=890601 | destino=SBBR | fecha=2025-12-24 | hora=14:22
    id=890646 | destino=EHAM | fecha=2025-12-24 | hora=14:22
    id=890655 | destino=EHAM | fecha=2025-12-24 | hora=14:22
    id=890605 | destino=LOWW | fecha=2025-12-24 | hora=14:23
    id=890614 | destino=SABE | fecha=2025-12-24 | hora=14:24
    id=890656 | destino=EHAM | fecha=2025-12-24 | hora=14:24
    id=890644 | destino=OYSN | fecha=2025-12-24 | hora=14:25
    id=890609 | destino=SUAA | fecha=2025-12-24 | hora=14:26
    id=890619 | destino=OAKB | fecha=2025-12-24 | hora=14:26
    id=890624 | destino=SVMI | fecha=2025-12-24 | hora=14:26
    id=890651 | destino=OMDB | fecha=2025-12-24 | hora=14:26
    id=890637 | destino=UMMS | fecha=2025-12-24 | hora=14:27
    id=890645 | destino=LKPR | fecha=2025-12-24 | hora=14:27
    id=890653 | destino=LATI | fecha=2025-12-24 | hora=14:27
    id=890627 | destino=OSDI | fecha=2025-12-24 | hora=14:28
    id=890665 | destino=UMMS | fecha=2025-12-24 | hora=14:28
    id=890667 | destino=LATI | fecha=2025-12-24 | hora=14:28
    id=890638 | destino=OOMS | fecha=2025-12-24 | hora=14:29
    id=890652 | destino=SKBO | fecha=2025-12-24 | hora=14:29
    id=890672 | destino=SKBO | fecha=2025-12-24 | hora=14:24
    id=890597 | destino=LBSF | fecha=2025-12-24 | hora=14:30
    id=890674 | destino=LBSF | fecha=2025-12-24 | hora=14:04
    id=890598 | destino=OJAI | fecha=2025-12-24 | hora=14:30
    id=890641 | destino=OERK | fecha=2025-12-24 | hora=14:30
    id=890642 | destino=EKCH | fecha=2025-12-24 | hora=14:30
    id=890643 | destino=LDZA | fecha=2025-12-24 | hora=14:30
    id=890648 | destino=EDDI | fecha=2025-12-24 | hora=14:30
    id=890632 | destino=SEQM | fecha=2025-12-24 | hora=14:31
    id=890659 | destino=EHAM | fecha=2025-12-24 | hora=14:31
    id=890664 | destino=OMDB | fecha=2025-12-24 | hora=14:32
    id=890575 | destino=OPKC | fecha=2025-12-24 | hora=14:33
    id=890634 | destino=SLLP | fecha=2025-12-24 | hora=14:33
    id=890666 | destino=LKPR | fecha=2025-12-24 | hora=14:33
    id=890671 | destino=OOMS | fecha=2025-12-24 | hora=14:33
    id=890639 | destino=SCEL | fecha=2025-12-24 | hora=14:34
    id=890647 | destino=VIDP | fecha=2025-12-24 | hora=14:34
    id=890654 | destino=SBBR | fecha=2025-12-24 | hora=14:34
    id=890661 | destino=SUAA | fecha=2025-12-24 | hora=14:34
    id=890669 | destino=UMMS | fecha=2025-12-24 | hora=14:34
    id=890670 | destino=LATI | fecha=2025-12-24 | hora=14:34
    id=890682 | destino=EHAM | fecha=2025-12-24 | hora=14:34
    id=890673 | destino=SKBO | fecha=2025-12-24 | hora=14:35
    id=890695 | destino=SKBO | fecha=2025-12-24 | hora=14:33
    id=890683 | destino=OMDB | fecha=2025-12-24 | hora=14:35
    id=890678 | destino=EKCH | fecha=2025-12-24 | hora=14:36
    id=890660 | destino=OYSN | fecha=2025-12-24 | hora=14:37
    id=890699 | destino=OYSN | fecha=2025-12-24 | hora=14:36
    id=890677 | destino=OERK | fecha=2025-12-24 | hora=14:37
    id=890681 | destino=SEQM | fecha=2025-12-24 | hora=14:37
    id=890686 | destino=LKPR | fecha=2025-12-24 | hora=14:38
    id=890694 | destino=EHAM | fecha=2025-12-24 | hora=14:38
    id=890663 | destino=SVMI | fecha=2025-12-24 | hora=14:39
    id=890693 | destino=LATI | fecha=2025-12-24 | hora=14:39
    id=890706 | destino=LATI | fecha=2025-12-24 | hora=14:36
    id=890687 | destino=OOMS | fecha=2025-12-24 | hora=14:40
    id=890692 | destino=UMMS | fecha=2025-12-24 | hora=14:40
    id=890709 | destino=UMMS | fecha=2025-12-24 | hora=14:39
    id=890704 | destino=EHAM | fecha=2025-12-24 | hora=14:40
    id=890679 | destino=LDZA | fecha=2025-12-24 | hora=14:41
    id=890710 | destino=UMMS | fecha=2025-12-24 | hora=14:41
    id=890702 | destino=SEQM | fecha=2025-12-24 | hora=14:42
    id=890698 | destino=EKCH | fecha=2025-12-24 | hora=14:43
    id=890689 | destino=VIDP | fecha=2025-12-24 | hora=14:44
    id=890708 | destino=OOMS | fecha=2025-12-24 | hora=14:44
    id=890658 | destino=SABE | fecha=2025-12-24 | hora=14:45
    id=890662 | destino=OAKB | fecha=2025-12-24 | hora=14:45
    id=890719 | destino=OAKB | fecha=2025-12-24 | hora=14:02
    id=890680 | destino=EDDI | fecha=2025-12-24 | hora=14:45
    id=890685 | destino=SLLP | fecha=2025-12-24 | hora=14:45
    id=890722 | destino=SLLP | fecha=2025-12-24 | hora=14:05
    id=890696 | destino=SKBO | fecha=2025-12-24 | hora=14:45
    id=890697 | destino=OMDB | fecha=2025-12-24 | hora=14:45
    id=890725 | destino=OMDB | fecha=2025-12-24 | hora=14:43
    id=890700 | destino=OYSN | fecha=2025-12-24 | hora=14:45
    id=890668 | destino=OSDI | fecha=2025-12-24 | hora=14:46
    id=890688 | destino=SCEL | fecha=2025-12-24 | hora=14:46
    id=890729 | destino=SCEL | fecha=2025-12-24 | hora=14:00
    id=890691 | destino=SUAA | fecha=2025-12-24 | hora=14:46
    id=890690 | destino=SBBR | fecha=2025-12-24 | hora=14:47
    id=890732 | destino=SBBR | fecha=2025-12-24 | hora=14:01
    id=890705 | destino=SVMI | fecha=2025-12-24 | hora=14:47
    id=890724 | destino=SKBO | fecha=2025-12-24 | hora=14:47
    id=890657 | destino=LOWW | fecha=2025-12-24 | hora=14:48
    id=890713 | destino=UMMS | fecha=2025-12-24 | hora=14:48
    id=890735 | destino=SKBO | fecha=2025-12-24 | hora=14:48
    id=890707 | destino=LATI | fecha=2025-12-24 | hora=14:49
    id=890739 | destino=LATI | fecha=2025-12-24 | hora=14:44
    id=890703 | destino=LKPR | fecha=2025-12-24 | hora=14:51
    id=890715 | destino=EKCH | fecha=2025-12-24 | hora=14:51
    id=890721 | destino=EDDI | fecha=2025-12-24 | hora=14:51
    id=890726 | destino=OMDB | fecha=2025-12-24 | hora=14:51
    id=890742 | destino=EKCH | fecha=2025-12-24 | hora=14:51
    id=890711 | destino=EHAM | fecha=2025-12-24 | hora=14:52
    id=890716 | destino=VIDP | fecha=2025-12-24 | hora=14:52
    id=890717 | destino=OOMS | fecha=2025-12-24 | hora=14:52
    id=890748 | destino=OOMS | fecha=2025-12-24 | hora=14:01
    id=890738 | destino=SKBO | fecha=2025-12-24 | hora=14:53
    id=890744 | destino=OMDB | fecha=2025-12-24 | hora=14:53
    id=890751 | destino=OMDB | fecha=2025-12-24 | hora=14:00
    id=890752 | destino=OMDB | fecha=2025-12-24 | hora=14:02
    id=890712 | destino=LDZA | fecha=2025-12-24 | hora=14:54
    id=890714 | destino=SEQM | fecha=2025-12-24 | hora=14:54
    id=890737 | destino=UMMS | fecha=2025-12-24 | hora=14:54
    id=890756 | destino=UMMS | fecha=2025-12-24 | hora=14:01
    id=890740 | destino=LATI | fecha=2025-12-24 | hora=14:54
    id=890701 | destino=OERK | fecha=2025-12-24 | hora=14:56
    id=890741 | destino=LKPR | fecha=2025-12-24 | hora=14:56
    id=890750 | destino=SKBO | fecha=2025-12-24 | hora=14:56
    id=890760 | destino=LKPR | fecha=2025-12-24 | hora=14:56
    id=890761 | destino=SKBO | fecha=2025-12-24 | hora=14:56
    id=890676 | destino=OJAI | fecha=2025-12-24 | hora=14:57
    id=890727 | destino=OYSN | fecha=2025-12-24 | hora=14:57
    id=890731 | destino=SUAA | fecha=2025-12-24 | hora=14:57
    id=890734 | destino=SVMI | fecha=2025-12-24 | hora=14:57
    id=890746 | destino=EHAM | fecha=2025-12-24 | hora=14:57
    id=890768 | destino=EHAM | fecha=2025-12-24 | hora=14:54
    id=890757 | destino=UMMS | fecha=2025-12-24 | hora=14:57
    id=890765 | destino=OYSN | fecha=2025-12-24 | hora=14:57
    id=890758 | destino=LATI | fecha=2025-12-24 | hora=14:58
    id=890772 | destino=LATI | fecha=2025-12-24 | hora=14:00
    id=890745 | destino=EKCH | fecha=2025-12-24 | hora=14:59
    id=890769 | destino=EHAM | fecha=2025-12-24 | hora=14:59
    id=890747 | destino=VIDP | fecha=2025-12-24 | hora=15:00
    id=890770 | destino=UMMS | fecha=2025-12-24 | hora=15:00
    id=890755 | destino=SEQM | fecha=2025-12-24 | hora=15:01
    id=890718 | destino=SABE | fecha=2025-12-24 | hora=15:03
    id=890759 | destino=OERK | fecha=2025-12-24 | hora=15:03
    id=890774 | destino=EKCH | fecha=2025-12-24 | hora=15:03
    id=890736 | destino=LOWW | fecha=2025-12-24 | hora=15:04
    id=890762 | destino=LKPR | fecha=2025-12-24 | hora=15:04
    id=890773 | destino=LATI | fecha=2025-12-24 | hora=15:04
    id=890684 | destino=OPKC | fecha=2025-12-24 | hora=15:05
    id=890766 | destino=SUAA | fecha=2025-12-24 | hora=15:05
    id=890763 | destino=SKBO | fecha=2025-12-24 | hora=15:06
    id=890730 | destino=SCEL | fecha=2025-12-24 | hora=15:07
    id=890728 | destino=OSDI | fecha=2025-12-24 | hora=15:08
    id=890771 | destino=OYSN | fecha=2025-12-24 | hora=15:08
    id=890753 | destino=OMDB | fecha=2025-12-24 | hora=15:09
    id=890791 | destino=OMDB | fecha=2025-12-24 | hora=15:08
    id=890775 | destino=EHAM | fecha=2025-12-24 | hora=15:09
    id=890793 | destino=EHAM | fecha=2025-12-24 | hora=15:08
    id=890784 | destino=LATI | fecha=2025-12-24 | hora=15:09
    id=890733 | destino=SBBR | fecha=2025-12-24 | hora=15:10
    id=890743 | destino=EDDI | fecha=2025-12-24 | hora=15:10
    id=890767 | destino=SVMI | fecha=2025-12-24 | hora=15:10
    id=890776 | destino=VIDP | fecha=2025-12-24 | hora=15:10
    id=890790 | destino=OYSN | fecha=2025-12-24 | hora=15:10
    id=890794 | destino=EHAM | fecha=2025-12-24 | hora=15:10
    id=890749 | destino=OOMS | fecha=2025-12-24 | hora=15:11
    id=890754 | destino=LDZA | fecha=2025-12-24 | hora=15:11
    id=890792 | destino=OMDB | fecha=2025-12-24 | hora=15:11
    id=890778 | destino=SEQM | fecha=2025-12-24 | hora=15:12
    id=890795 | destino=LATI | fecha=2025-12-24 | hora=15:12
    id=890777 | destino=UMMS | fecha=2025-12-24 | hora=15:13
    id=890807 | destino=UMMS | fecha=2025-12-24 | hora=15:08
    id=890787 | destino=SKBO | fecha=2025-12-24 | hora=15:13
    id=890809 | destino=SKBO | fecha=2025-12-24 | hora=15:11
    id=890797 | destino=EDDI | fecha=2025-12-24 | hora=15:13
    id=890802 | destino=OOMS | fecha=2025-12-24 | hora=15:13
    id=890804 | destino=OMDB | fecha=2025-12-24 | hora=15:13
    id=890808 | destino=UMMS | fecha=2025-12-24 | hora=15:13
    id=890720 | destino=OAKB | fecha=2025-12-24 | hora=15:14
    id=890780 | destino=OERK | fecha=2025-12-24 | hora=15:14
    id=890781 | destino=EKCH | fecha=2025-12-24 | hora=15:14
    id=890806 | destino=LATI | fecha=2025-12-24 | hora=15:14
    id=890764 | destino=OJAI | fecha=2025-12-24 | hora=15:15
    id=890788 | destino=SCEL | fecha=2025-12-24 | hora=15:15
    id=890723 | destino=SLLP | fecha=2025-12-24 | hora=15:16
    id=890813 | destino=OMDB | fecha=2025-12-24 | hora=15:16
    id=890783 | destino=LKPR | fecha=2025-12-24 | hora=15:17
    id=890810 | destino=SKBO | fecha=2025-12-24 | hora=15:18
    id=890824 | destino=SKBO | fecha=2025-12-24 | hora=15:16
    id=890801 | destino=EHAM | fecha=2025-12-24 | hora=15:19
    id=890786 | destino=SUAA | fecha=2025-12-24 | hora=15:20
    id=890789 | destino=OSDI | fecha=2025-12-24 | hora=15:20
    id=890812 | destino=OOMS | fecha=2025-12-24 | hora=15:20
    id=890817 | destino=EKCH | fecha=2025-12-24 | hora=15:20
    id=890800 | destino=OYSN | fecha=2025-12-24 | hora=15:21
    id=890803 | destino=LDZA | fecha=2025-12-24 | hora=15:21
    id=890814 | destino=UMMS | fecha=2025-12-24 | hora=15:21
    id=890818 | destino=LATI | fecha=2025-12-24 | hora=15:21
    id=890825 | destino=SKBO | fecha=2025-12-24 | hora=15:21
    id=890779 | destino=SABE | fecha=2025-12-24 | hora=15:22
    id=890822 | destino=OMDB | fecha=2025-12-24 | hora=15:22
    id=890823 | destino=LKPR | fecha=2025-12-24 | hora=15:22
    id=890834 | destino=LATI | fecha=2025-12-24 | hora=15:23
    id=890829 | destino=OOMS | fecha=2025-12-24 | hora=15:24
    id=890833 | destino=UMMS | fecha=2025-12-24 | hora=15:24
    id=890826 | destino=EHAM | fecha=2025-12-24 | hora=15:25
    id=890842 | destino=EHAM | fecha=2025-12-24 | hora=15:21
    id=890837 | destino=OMDB | fecha=2025-12-24 | hora=15:25
    id=890838 | destino=LKPR | fecha=2025-12-24 | hora=15:25
    id=890830 | destino=EKCH | fecha=2025-12-24 | hora=15:26
    id=890831 | destino=OYSN | fecha=2025-12-24 | hora=15:26
    id=890847 | destino=OYSN | fecha=2025-12-24 | hora=15:25
    id=890832 | destino=LDZA | fecha=2025-12-24 | hora=15:26
    id=890835 | destino=SKBO | fecha=2025-12-24 | hora=15:26
    id=890805 | destino=SEQM | fecha=2025-12-24 | hora=15:27
    id=890796 | destino=SBBR | fecha=2025-12-24 | hora=15:28
    id=890799 | destino=VIDP | fecha=2025-12-24 | hora=15:28
    id=890820 | destino=SCEL | fecha=2025-12-24 | hora=15:28
    id=890811 | destino=EDDI | fecha=2025-12-24 | hora=15:29
    id=890816 | destino=OERK | fecha=2025-12-24 | hora=15:29
    id=890827 | destino=SUAA | fecha=2025-12-24 | hora=15:29
    id=890839 | destino=LATI | fecha=2025-12-24 | hora=15:29
    id=890782 | destino=LOWW | fecha=2025-12-24 | hora=15:30
    id=890798 | destino=SVMI | fecha=2025-12-24 | hora=15:30
    id=890844 | destino=OMDB | fecha=2025-12-24 | hora=15:30
    id=890851 | destino=SEQM | fecha=2025-12-24 | hora=15:30
    id=890675 | destino=LBSF | fecha=2025-12-24 | hora=15:31
    id=890863 | destino=LBSF | fecha=2025-12-24 | hora=15:02
    id=890815 | destino=OAKB | fecha=2025-12-24 | hora=15:31
    id=890841 | destino=UMMS | fecha=2025-12-24 | hora=15:32
    id=890843 | destino=EHAM | fecha=2025-12-24 | hora=15:32
    id=890867 | destino=EHAM | fecha=2025-12-24 | hora=15:28
    id=890846 | destino=EKCH | fecha=2025-12-24 | hora=15:32
    id=890866 | destino=UMMS | fecha=2025-12-24 | hora=15:33
    id=890870 | destino=UMMS | fecha=2025-12-24 | hora=15:34
    id=890821 | destino=SLLP | fecha=2025-12-24 | hora=15:35
    id=890840 | destino=OOMS | fecha=2025-12-24 | hora=15:35
    id=890853 | destino=VIDP | fecha=2025-12-24 | hora=15:35
    id=890855 | destino=EDDI | fecha=2025-12-24 | hora=15:35
    id=890861 | destino=OMDB | fecha=2025-12-24 | hora=15:36
    id=890848 | destino=OYSN | fecha=2025-12-24 | hora=15:37
    id=890850 | destino=SKBO | fecha=2025-12-24 | hora=15:37
    id=890878 | destino=SKBO | fecha=2025-12-24 | hora=15:36
    id=890858 | destino=LATI | fecha=2025-12-24 | hora=15:37
    id=890880 | destino=LATI | fecha=2025-12-24 | hora=15:35
    id=890819 | destino=OJAI | fecha=2025-12-24 | hora=15:38
    id=890856 | destino=OERK | fecha=2025-12-24 | hora=15:38
    id=890862 | destino=SEQM | fecha=2025-12-24 | hora=15:38
    id=890828 | destino=OSDI | fecha=2025-12-24 | hora=15:39
    id=890845 | destino=LKPR | fecha=2025-12-24 | hora=15:39
    id=890854 | destino=SCEL | fecha=2025-12-24 | hora=15:39
    id=890857 | destino=SUAA | fecha=2025-12-24 | hora=15:39
    id=890876 | destino=OMDB | fecha=2025-12-24 | hora=15:39
    id=890877 | destino=OYSN | fecha=2025-12-24 | hora=15:39
    id=890849 | destino=LDZA | fecha=2025-12-24 | hora=15:40
    id=890868 | destino=EHAM | fecha=2025-12-24 | hora=15:40
    id=890871 | destino=UMMS | fecha=2025-12-24 | hora=15:40
    id=890886 | destino=LKPR | fecha=2025-12-24 | hora=15:41
    id=890893 | destino=UMMS | fecha=2025-12-24 | hora=15:41
    id=890852 | destino=SBBR | fecha=2025-12-24 | hora=15:42
    id=890860 | destino=SVMI | fecha=2025-12-24 | hora=15:42
    id=890879 | destino=SKBO | fecha=2025-12-24 | hora=15:42
    id=890898 | destino=SKBO | fecha=2025-12-24 | hora=15:41
    id=890785 | destino=OPKC | fecha=2025-12-24 | hora=15:43
    id=890873 | destino=OOMS | fecha=2025-12-24 | hora=15:43
    id=890869 | destino=EKCH | fecha=2025-12-24 | hora=15:44
    id=890889 | destino=OMDB | fecha=2025-12-24 | hora=15:44
    id=890892 | destino=EHAM | fecha=2025-12-24 | hora=15:44
    id=890904 | destino=EHAM | fecha=2025-12-24 | hora=15:42
    id=890874 | destino=VIDP | fecha=2025-12-24 | hora=15:45
    id=890881 | destino=LATI | fecha=2025-12-24 | hora=15:45
    id=890907 | destino=LATI | fecha=2025-12-24 | hora=15:42
    id=890902 | destino=EKCH | fecha=2025-12-24 | hora=15:45
    id=890909 | destino=EKCH | fecha=2025-12-24 | hora=15:00
    id=890910 | destino=EKCH | fecha=2025-12-24 | hora=15:02
    id=890903 | destino=OMDB | fecha=2025-12-24 | hora=15:45
    id=890859 | destino=LOWW | fecha=2025-12-24 | hora=15:46
    id=890887 | destino=SCEL | fecha=2025-12-24 | hora=15:46
    id=890914 | destino=SCEL | fecha=2025-12-24 | hora=15:03
    id=890890 | destino=OYSN | fecha=2025-12-24 | hora=15:46
    id=890894 | destino=LKPR | fecha=2025-12-24 | hora=15:46
    id=890836 | destino=SABE | fecha=2025-12-24 | hora=15:47
    id=890872 | destino=SLLP | fecha=2025-12-24 | hora=15:47
    id=890865 | destino=OAKB | fecha=2025-12-24 | hora=15:48
    id=890875 | destino=EDDI | fecha=2025-12-24 | hora=15:48
    id=890921 | destino=EDDI | fecha=2025-12-24 | hora=15:04
    id=890888 | destino=SUAA | fecha=2025-12-24 | hora=15:48
    id=890923 | destino=SUAA | fecha=2025-12-24 | hora=15:05
    id=890899 | destino=SKBO | fecha=2025-12-24 | hora=15:49
    id=890883 | destino=OERK | fecha=2025-12-24 | hora=15:50
    id=890891 | destino=LDZA | fecha=2025-12-24 | hora=15:50
    id=890901 | destino=OOMS | fecha=2025-12-24 | hora=15:50
    id=890912 | destino=OMDB | fecha=2025-12-24 | hora=15:50
    id=890916 | destino=OYSN | fecha=2025-12-24 | hora=15:50
    id=890930 | destino=OYSN | fecha=2025-12-24 | hora=15:01
    id=890884 | destino=SEQM | fecha=2025-12-24 | hora=15:51
    id=890932 | destino=SEQM | fecha=2025-12-24 | hora=15:02
    id=890895 | destino=UMMS | fecha=2025-12-24 | hora=15:51
    id=890934 | destino=UMMS | fecha=2025-12-24 | hora=15:48
    id=890885 | destino=OSDI | fecha=2025-12-24 | hora=15:52
    id=890928 | destino=OOMS | fecha=2025-12-24 | hora=15:52
    id=890937 | destino=OOMS | fecha=2025-12-24 | hora=15:00
    id=890905 | destino=EHAM | fecha=2025-12-24 | hora=15:53
    id=890939 | destino=EHAM | fecha=2025-12-24 | hora=15:49
    id=890908 | destino=LATI | fecha=2025-12-24 | hora=15:53
    id=890941 | destino=LATI | fecha=2025-12-24 | hora=15:53
    id=890942 | destino=LATI | fecha=2025-12-24 | hora=15:00
    id=890943 | destino=LATI | fecha=2025-12-24 | hora=15:03
    id=890925 | destino=SKBO | fecha=2025-12-24 | hora=15:54
    id=890945 | destino=SKBO | fecha=2025-12-24 | hora=15:53
    id=890946 | destino=SKBO | fecha=2025-12-24 | hora=15:05
    id=890940 | destino=EHAM | fecha=2025-12-24 | hora=15:54
    id=890948 | destino=EHAM | fecha=2025-12-24 | hora=15:03
    id=890897 | destino=SVMI | fecha=2025-12-24 | hora=15:55
    id=890896 | destino=SBBR | fecha=2025-12-24 | hora=15:57
    id=890906 | destino=VIDP | fecha=2025-12-24 | hora=15:57
    id=890935 | destino=UMMS | fecha=2025-12-24 | hora=15:57
    id=890953 | destino=UMMS | fecha=2025-12-24 | hora=15:57
    id=890917 | destino=LKPR | fecha=2025-12-24 | hora=15:58
    id=890955 | destino=LKPR | fecha=2025-12-24 | hora=15:07
    id=890927 | destino=LDZA | fecha=2025-12-24 | hora=15:59
    id=890929 | destino=OMDB | fecha=2025-12-24 | hora=15:59
    id=890958 | destino=OMDB | fecha=2025-12-24 | hora=15:57
    id=890920 | destino=OAKB | fecha=2025-12-24 | hora=16:00
    id=890931 | destino=OYSN | fecha=2025-12-24 | hora=16:00

Ventana 10 [2025-12-24T16:00 -> 2025-12-24T20:00] - 715 pedidos
    id=890918 | destino=SABE | fecha=2025-12-24 | hora=16:02
    id=890919 | destino=SLLP | fecha=2025-12-24 | hora=16:02
    id=890951 | destino=SBBR | fecha=2025-12-24 | hora=16:02
    id=890952 | destino=VIDP | fecha=2025-12-24 | hora=16:02
    id=890949 | destino=EHAM | fecha=2025-12-24 | hora=16:03
    id=890944 | destino=LATI | fecha=2025-12-24 | hora=16:04
    id=890947 | destino=SKBO | fecha=2025-12-24 | hora=16:04
    id=890950 | destino=SVMI | fecha=2025-12-24 | hora=16:04
    id=890954 | destino=UMMS | fecha=2025-12-24 | hora=16:04
    id=890926 | destino=OERK | fecha=2025-12-24 | hora=16:06
    id=890961 | destino=OYSN | fecha=2025-12-24 | hora=16:06
    id=890959 | destino=OMDB | fecha=2025-12-24 | hora=16:08
    id=890973 | destino=OMDB | fecha=2025-12-24 | hora=16:07
    id=890974 | destino=OMDB | fecha=2025-12-24 | hora=16:08
    id=890882 | destino=OJAI | fecha=2025-12-24 | hora=16:09
    id=890911 | destino=EKCH | fecha=2025-12-24 | hora=16:09
    id=890933 | destino=SEQM | fecha=2025-12-24 | hora=16:09
    id=890936 | destino=OSDI | fecha=2025-12-24 | hora=16:10
    id=890938 | destino=OOMS | fecha=2025-12-24 | hora=16:10
    id=890970 | destino=UMMS | fecha=2025-12-24 | hora=16:10
    id=890922 | destino=EDDI | fecha=2025-12-24 | hora=16:11
    id=890965 | destino=VIDP | fecha=2025-12-24 | hora=16:11
    id=890968 | destino=SKBO | fecha=2025-12-24 | hora=16:11
    id=890981 | destino=UMMS | fecha=2025-12-24 | hora=16:11
    id=890956 | destino=LKPR | fecha=2025-12-24 | hora=16:12
    id=890966 | destino=EHAM | fecha=2025-12-24 | hora=16:12
    id=890987 | destino=EHAM | fecha=2025-12-24 | hora=16:10
    id=890967 | destino=LATI | fecha=2025-12-24 | hora=16:12
    id=890913 | destino=LOWW | fecha=2025-12-24 | hora=16:13
    id=890900 | destino=OPKC | fecha=2025-12-24 | hora=16:14
    id=890924 | destino=SUAA | fecha=2025-12-24 | hora=16:15
    id=890957 | destino=LDZA | fecha=2025-12-24 | hora=16:15
    id=890964 | destino=SBBR | fecha=2025-12-24 | hora=16:15
    id=890971 | destino=OERK | fecha=2025-12-24 | hora=16:16
    id=890984 | destino=SKBO | fecha=2025-12-24 | hora=16:16
    id=890915 | destino=SCEL | fecha=2025-12-24 | hora=16:17
    id=890975 | destino=OMDB | fecha=2025-12-24 | hora=16:17
    id=890998 | destino=OMDB | fecha=2025-12-24 | hora=16:16
    id=890978 | destino=SEQM | fecha=2025-12-24 | hora=16:17
    id=890986 | destino=LKPR | fecha=2025-12-24 | hora=16:17
    id=890989 | destino=LATI | fecha=2025-12-24 | hora=16:17
    id=891002 | destino=LATI | fecha=2025-12-24 | hora=16:14
    id=890996 | destino=SKBO | fecha=2025-12-24 | hora=16:17
    id=891004 | destino=SKBO | fecha=2025-12-24 | hora=16:16
    id=890972 | destino=OYSN | fecha=2025-12-24 | hora=16:18
    id=890977 | destino=EKCH | fecha=2025-12-24 | hora=16:18
    id=891003 | destino=LATI | fecha=2025-12-24 | hora=16:18
    id=890963 | destino=SLLP | fecha=2025-12-24 | hora=16:19
    id=890985 | destino=UMMS | fecha=2025-12-24 | hora=16:19
    id=890988 | destino=EHAM | fecha=2025-12-24 | hora=16:19
    id=890969 | destino=SVMI | fecha=2025-12-24 | hora=16:20
